company,zone,circle,division,subdivision,temporaryAccountId,tempDateOfRegistration,parentAccountId,childAccountCount,dateOfRegistration,plotAreaSqft,noOfFloors,dateOfService,regionType,loadKW,tariff,flag,predicted_flag
HESCOM,Hubli Zone,Hubli Circle,Hubli Rural ,Navalgund,0,,5658730,100,11-06-2026,0,1,22-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Mudalagi,0,,5656765,100,11-06-2026,0,1,17-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Bagalkot ,Badami,0,,2385281,100,03-06-2026,0,1,25-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Gadag Circle,Gadag ,GadagRSD,0,,5658545,100,11-06-2026,0,1,12-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Jamakhandi ,Jamkhandi,0,,5658292,100,03-06-2026,0,1,12-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Gokak,0,,5656184,100,10-06-2026,0,1,16-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Gokak,0,,5656169,100,10-06-2026,0,1,16-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Basavana Bagewadi ,BasavanaBagewadi,0,,2385117,100,10-06-2026,0,1,24-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Gokak,0,,5654905,100,10-06-2026,0,1,12-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Mudhol ,Lokapur,0,,5657671,100,10-06-2026,0,1,18-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Mudhol ,Lokapur,0,,5657656,100,10-06-2026,0,1,18-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Hubli Circle,Dharwada Rural ,Kalaghatagi,0,,2382498,100,20-05-2026,0,1,12-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Haveri Circle,Ranebennur ,Byadgi,0,,5656189,100,11-06-2026,0,1,16-06-2026,RLB,4,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Haveri Circle,Ranebennur ,Byadgi,0,,5656188,100,11-06-2026,0,1,16-06-2026,RLB,4,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Jamakhandi ,TerdalACSection,0,,2385022,100,10-06-2026,0,1,19-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Chikkodi Circle,Chikkodi ,Chikodi,NULL,,5655805,100,28-01-2026,0,1,16-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Hubli Circle,Dharwada Rural ,DharwadRSD,NULL,,5655596,100,19-02-2026,0,1,05-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Chikkodi Circle,Chikkodi ,AnkaliACSection,NULL,,5654743,100,26-03-2026,0,2,11-06-2026,RLB,3,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Bailhongal ,MunavalliACSection,NULL,,5658389,100,13-04-2026,35,1,20-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,Sindagi,NULL,,5654979,100,06-03-2026,0,1,05-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,AlmelaACSection,NULL,,5655039,100,13-02-2026,0,1,12-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5657902,100,04-05-2026,0,1,19-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Hubli Circle,Hubli Rural ,Kundgol,0,,2384217,100,13-05-2026,0,1,20-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Hubli Circle,Hubli Rural ,Navalgund,0,,5655262,100,13-05-2026,0,1,05-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Sirsi Circle,Sirsi ,Siddapur,0,,2381277,100,14-05-2026,0,1,13-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,0,,5657007,100,13-05-2026,0,1,13-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ramadugra ,Ramadurga,NULL,,5657447,100,25-04-2026,0,1,09-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Sirsi Circle,Honnavar ,Kumta,NULL,,5658318,100,30-04-2026,0,1,22-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,DevarHippargi,NULL,,5658562,100,27-04-2026,0,1,16-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Bagalkot ,Ilkal,NULL,,2382259,100,30-04-2026,0,1,14-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Sirsi Circle,Honnavar ,Kumta,NULL,,5658318,100,30-04-2026,0,1,22-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Chikkodi Circle,Chikkodi ,BhojACSection,0,,5655221,100,18-05-2026,0,1,10-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Chikkodi Circle,Chikkodi ,BhojACSection,0,,5655222,100,18-05-2026,0,1,10-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Bailhongal ,MurgodACSection,0,,5658761,100,15-05-2026,0,1,15-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Gadag Circle,Ron ,HolealurACSection,0,,2385383,100,16-05-2026,0,1,15-06-2026,RLB,3,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Gadag Circle,Ron ,HolealurACSection,0,,2385385,100,19-05-2026,0,1,15-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Hubli Circle,Hubli Rural ,Kundgol,0,,2383318,100,18-05-2026,0,1,19-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Bagalkot ,Ilkal,NULL,,2382261,100,18-03-2026,0,1,14-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Bijapur ,Babaleshwar,NULL,,5658667,100,17-03-2026,0,1,17-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,0,,2384396,100,02-06-2026,0,1,20-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Jamakhandi ,Jamkhandi,0,,5658277,100,02-06-2026,0,1,08-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,0,,5653954,100,27-05-2026,0,1,09-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,0,,5653955,100,27-05-2026,0,1,09-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,0,,5653956,100,27-05-2026,0,1,09-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,0,,5653954,100,27-05-2026,0,1,09-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,0,,5653955,100,27-05-2026,0,1,09-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,0,,5653956,100,27-05-2026,0,1,09-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,0,,5653954,100,27-05-2026,0,1,09-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,0,,5653955,100,27-05-2026,0,1,09-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,0,,5653956,100,27-05-2026,0,1,09-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Basavana Bagewadi ,Nidagundi,0,,2380102,100,01-06-2026,0,1,10-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Basavana Bagewadi ,Nidagundi,0,,2380163,100,01-06-2026,0,1,10-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Mudalagi,0,,5653685,100,31-05-2026,0,1,07-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Mudalagi,0,,5653688,100,31-05-2026,0,1,07-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,NULL,,2384405,100,24-03-2026,0,2,20-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,NULL,,2384406,100,24-03-2026,0,2,18-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,NULL,,2384405,100,24-03-2026,0,2,20-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,NULL,,2384406,100,24-03-2026,0,2,18-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Haveri Circle,Haveri ,BankapurACSection,0,,5658832,100,01-06-2026,0,1,20-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,0,,5653951,100,30-05-2026,0,1,09-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,0,,2382931,100,02-06-2026,0,4,16-06-2026,ULB,2,LT-1,G.O-2,G.O-2
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,0,,2382933,100,02-06-2026,0,4,16-06-2026,ULB,1,LT-1,G.O-2,G.O-2
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,0,,2382936,100,02-06-2026,0,4,16-06-2026,ULB,2,LT-1,G.O-2,G.O-2
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,0,,2382938,100,02-06-2026,0,4,16-06-2026,ULB,1,LT-1,G.O-2,G.O-2
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,0,,2382931,100,02-06-2026,0,4,16-06-2026,ULB,2,LT-1,G.O-2,G.O-2
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,0,,2382933,100,02-06-2026,0,4,16-06-2026,ULB,1,LT-1,G.O-2,G.O-2
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,0,,2382936,100,02-06-2026,0,4,16-06-2026,ULB,2,LT-1,G.O-2,G.O-2
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,0,,2382938,100,02-06-2026,0,4,16-06-2026,ULB,1,LT-1,G.O-2,G.O-2
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,0,,2382931,100,02-06-2026,0,4,16-06-2026,ULB,2,LT-1,G.O-2,G.O-2
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,0,,2382933,100,02-06-2026,0,4,16-06-2026,ULB,1,LT-1,G.O-2,G.O-2
HESCOM,Hubli Zone,Sirsi Circle,Honnavar ,Bhatkal,0,,5654803,100,04-06-2026,0,1,08-06-2026,RLB,5,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD2,0,,5657822,100,17-05-2026,0,1,22-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,Chadchan,NULL,,5654842,100,26-03-2026,0,1,08-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Basavana Bagewadi ,BasavanaBagewadi,NULL,,5657711,100,17-04-2026,0,1,12-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,Chadchan,NULL,,5654841,100,26-03-2026,0,1,07-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Bagalkot ,BagalkotRSD,NULL,,5656490,100,29-04-2026,0,1,05-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Basavana Bagewadi ,BasavanaBagewadi,NULL,,5657739,100,14-04-2026,0,1,12-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Basavana Bagewadi ,BasavanaBagewadi,NULL,,5657710,100,24-04-2026,0,1,12-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Basavana Bagewadi ,BasavanaBagewadi,NULL,,5657709,100,15-04-2026,0,1,12-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD2,0,,2385013,100,05-06-2026,0,1,24-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD2,0,,2385011,100,05-06-2026,0,1,24-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Ghataprabha,0,,5658440,100,10-06-2026,0,1,22-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Ghataprabha,0,,5658788,100,10-06-2026,0,1,17-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Basavana Bagewadi ,Nidagundi,0,,2383145,100,13-06-2026,0,1,19-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,AlmelaACSection,NULL,,5655044,100,04-05-2026,0,1,06-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,KulagodACSection,NULL,,5658358,100,26-03-2026,0,1,23-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Sirsi Circle,Honnavar ,Kumta,NULL,,5657321,100,23-04-2026,1,1,18-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,AlmelaACSection,NULL,,5655046,100,29-04-2026,0,1,06-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,Indi,NULL,,5655129,100,27-03-2026,0,1,15-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,DevarHippargi,NULL,,5658565,100,28-04-2026,0,1,16-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,NULL,,2383212,100,29-01-2026,0,1,09-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Bijapur ,BijapurRSD,NULL,,5656234,100,23-03-2026,0,1,11-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Bijapur ,TIKOTA,NULL,,5658662,100,18-03-2026,0,1,15-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Sirsi Circle,Honnavar ,Kumta,NULL,,5654732,100,20-03-2026,1,1,09-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Hubli Circle,Dharwada Rural ,DharwadRSD,NULL,,5655648,100,15-04-2026,0,1,08-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Bagalkot ,BevoorACSection,NULL,,5656305,100,21-04-2026,0,1,06-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Jamakhandi ,SavalagiACSection,NULL,,5658531,100,04-05-2026,0,1,15-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Hubli Circle,Hubli Rural ,Kundgol,NULL,,2382570,100,02-05-2026,0,1,15-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Hubli Circle,Hubli Rural ,Kundgol,NULL,,2383391,100,02-05-2026,0,1,18-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Gadag Circle,Ron ,NaregalACSection,NULL,,5655889,100,22-04-2026,108,1,06-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Gadag Circle,Ron ,NaregalACSection,NULL,,5655890,100,22-04-2026,108,1,06-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Gadag Circle,Ron ,NaregalACSection,NULL,,2385357,100,22-04-2026,108,1,18-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Sirsi Circle,Honnavar ,Kumta,NULL,,5654902,100,24-04-2026,0,1,09-06-2026,RLB,4,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Sirsi Circle,Honnavar ,Kumta,NULL,,5657326,100,04-05-2026,1,1,18-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Basavana Bagewadi ,BasavanaBagewadi,0,,2384099,100,29-05-2026,0,1,17-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,0,,5653952,100,30-05-2026,0,1,09-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,Khanapur,NULL,,2383075,100,02-03-2026,0,1,18-06-2026,RLB,0.12,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5657006,100,24-03-2026,0,1,12-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5657005,100,24-03-2026,0,1,12-06-2026,RLB,3,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Basavana Bagewadi ,Nidagundi,0,,2381034,100,02-06-2026,0,1,12-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,AnkalagiACSection,0,,5655230,100,02-06-2026,0,1,08-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Gokak,0,,5653914,100,02-06-2026,0,1,05-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Gokak,0,,5653908,100,02-06-2026,0,1,05-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,Indi,0,,5658197,100,01-06-2026,0,1,24-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Gokak,0,,5653913,100,02-06-2026,0,1,05-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Sirsi Circle,Honnavar ,Bhatkal,0,,5654788,100,26-05-2026,1,1,11-06-2026,RLB,3,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Gokak,0,,5653912,100,02-06-2026,0,1,05-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Gokak,0,,5653909,100,02-06-2026,0,1,05-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Gokak,0,,5653915,100,02-06-2026,0,1,05-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Gokak,0,,5653916,100,02-06-2026,0,1,05-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Gadag Circle,Ron ,HolealurACSection,0,,2385384,100,01-06-2026,0,1,15-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Sirsi Circle,Honnavar ,Bhatkal,0,,5658502,100,03-06-2026,1,1,20-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5656991,100,31-01-2026,0,1,06-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5656992,100,31-01-2026,0,1,06-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5656994,100,14-02-2026,111,1,06-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5656995,100,14-02-2026,111,1,06-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5656994,100,14-02-2026,111,1,06-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5656995,100,14-02-2026,111,1,06-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5656994,100,14-02-2026,111,1,06-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5656995,100,14-02-2026,111,1,06-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5656994,100,14-02-2026,111,1,06-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Belagavi Rural ,BelagaviRSD1,NULL,,5656995,100,14-02-2026,111,1,06-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,Indi,NULL,,5655138,100,27-02-2026,0,1,15-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Bijapur ,BijapurRSD,NULL,,5656208,100,11-02-2026,0,1,09-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Bijapur ,BijapurRSD,NULL,,5656220,100,09-02-2026,0,1,09-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Bijapur ,BijapurRSD,NULL,,5657650,100,11-02-2026,0,1,11-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Bijapur ,BijapurRSD,NULL,,5657070,100,11-02-2026,0,1,09-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Bijapur ,BijapurRSD,NULL,,5656231,100,11-02-2026,0,1,11-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Bijapur ,BijapurRSD,NULL,,5656232,100,11-02-2026,0,1,11-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Chikkodi Circle,Chikkodi ,Chikodi,NULL,,5655244,100,27-03-2026,0,1,15-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Bagalkot ,Badami,0,,5654084,100,14-05-2026,0,1,10-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Mudhol ,Lokapur,0,,5654527,100,12-05-2026,0,1,12-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Basavana Bagewadi ,Nidagundi,0,,2380566,100,15-05-2026,0,1,11-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Haveri Circle,Haveri ,Shiggaon,NULL,,2383240,100,28-04-2026,0,1,12-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Sirsi Circle,Sirsi ,Siddapur,NULL,,2384131,100,02-05-2026,0,1,13-06-2026,ULB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Bijapur ,BijapurRSD,0,,5653353,100,15-05-2026,0,1,05-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Gadag Circle,Gadag ,Laxmeshwar,0,,2383307,100,11-05-2026,40,1,06-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Hubli Zone,Gadag Circle,Gadag ,Laxmeshwar,0,,2383306,100,11-05-2026,40,8,06-06-2026,RLB,2,LT-1,Serviced with OC,Serviced with OC
HESCOM,Hubli Zone,Sirsi Circle,Honnavar ,Kumta,0,,5654726,100,11-05-2026,1,1,10-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,Sindagi,0,,2385124,100,11-06-2026,0,1,20-06-2026,RLB,2,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,Sindagi,0,,2385123,100,11-06-2026,0,1,20-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bagalkote Circle,Mudhol ,Lokapur,0,,5657670,100,10-06-2026,0,1,18-06-2026,ULB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Belagavi Circle,Ghataprabha ,Ghataprabha,0,,2384820,100,08-06-2026,0,1,18-06-2026,RLB,1,LT-1,G.O-1,G.O-1
HESCOM,Belagavi Zone,Bijapur Circle,Indi ,Indi,NULL,,5658451,100,29-04-2026,0,1,18-06-2026,RLB,1,LT-1,G.O-1,G.O-1
