company,zone,circle,division,subdivision,temporaryAccountId,tempDateOfRegistration,parentAccountId,childAccountCount,dateOfRegistration,plotAreaSqft,noOfFloors,dateOfService,regionType,loadKW,tariff,flag,predicted_flag
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E9 NAGAWARA, , ,1326377022,10,24-06-2026,NA,NA,,GBA,20,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJAJINAGAR,N8 NAGARABHAVI, , ,5841550222,7,24-06-2026,NA,NA,,GBA,18,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,CTAZ,TUMKUR,MADHUGIRI,SIRA URBAN, , ,2173472154,2,24-06-2026,800,1,,ULB,2,LT-1,Eligible under G.O-1,Eligible under G.O-1
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K3 KAGGALIPURA , , ,9565704266,3,24-06-2026,NA,NA,,RLB,9,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJARAJESHWARINAGARA,W6 BYATARAYANAPURA, , ,3426842157,12,24-06-2026,NA,NA,,GBA,24,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K3 KAGGALIPURA , , ,5272829880,3,24-06-2026,NA,NA,,RLB,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,BAGALKOT,JAMKHANDI,RABKAVI SUB-DIVISION, , ,6005215531,1,24-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E8 BANASWADI, , ,9399270906,1,24-06-2026,NA,NA,,GBA,8,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,CTAZ,DAVANAGERE,HARIHARA,HARIHARA, , ,4740545926,2,24-06-2026,111,0,,ULB,3,LT-1,Eligible under G.O-1,Eligible under G.O-1
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,N9 SOLADEVANAHALLI, , ,6260797664,4,24-06-2026,NA,NA,,RLB,8,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,MYSORE O&M CIRCLE,VV MOHALLA DIVISION,HOOTGALLI SUB DIVISION, , ,9384749837,3,24-06-2026,1522,4,,ULB,10,LT-1,Eligible under G.O-2,Eligible under G.O-2
BESCOM,CTAZ,TUMKUR,TUMKUR,TUMKUR URBAN SUB DIVISION1, , ,9015206115,5,24-06-2026,NA,NA,,ULB,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJARAJESHWARINAGARA,W6 BYATARAYANAPURA, , ,1974634026,6,24-06-2026,NA,NA,,GBA,12,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,BIJAPUR,BIJAPUR,CITY SUB-DIVISION-2 BIJAPUR, , ,7887282406,1,24-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,SHIVAMMOGA CIRCLE,SHIVAMMOGA DIVISION,SHIVAMMOGA CITY SUBDIVISION-3, , ,4013700093,1,24-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,KORAMANGALA,S17 HAL, , ,3466285473,7,24-06-2026,NA,NA,,GBA,9,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E8 BANASWADI, , ,651783794,5,24-06-2026,NA,NA,,GBA,20,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,KORAMANGALA,S17 HAL, , ,1039764267,7,24-06-2026,NA,NA,,GBA,9,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K3 KAGGALIPURA , , ,2798014346,10,24-06-2026,NA,NA,,RLB,22,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,KORAMANGALA,S17 HAL, , ,8991176060,7,24-06-2026,NA,NA,,GBA,9,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C8 SAHAKARANAGARA, , ,2001079986,4,24-06-2026,NA,NA,,GBA,36,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S10 BANNERGHATTA , , ,4801266122,1,24-06-2026,NA,NA,,ULB,4,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,SHIVAMMOGA CIRCLE,SHIVAMMOGA DIVISION,SHIVAMMOGA CITY SUBDIVISION-1, , ,5122738600,1,24-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC BELLARY,BELLARY CSD-2, , ,6591656227,1,24-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E13 HENNUR SDO, , ,4933059694,1,24-06-2026,NA,NA,,GBA,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K1 KENGERI , , ,6625227687,2,24-06-2026,NA,NA,,RLB,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,C9 VIDYARANYAPURA, , ,7778277652,4,24-06-2026,NA,NA,,GBA,11,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S10 BANNERGHATTA , , ,7925454050,9,24-06-2026,NA,NA,,GBA,22,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K3 KAGGALIPURA , , ,1626717669,5,24-06-2026,NA,NA,,RLB,14,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,2805875512,4,23-06-2026,NA,NA,,RLB,16,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S12 JP NAGAR, , ,8282853473,4,23-06-2026,NA,NA,,GBA,19,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,SHIVAMMOGA CIRCLE,SHIVAMMOGA DIVISION,SHIVAMMOGA CITY SUBDIVISION-1, , ,7773873988,1,23-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S12 JP NAGAR, , ,374981145,9,23-06-2026,NA,NA,,GBA,20,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,MANDYA O&M CIRCLE,MANDYA   DIVISION,MANDYA SUB DIVISION, , ,99030721,4,23-06-2026,NA,NA,,ULB,8,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJAJINAGAR,N2 KHB COLONY, , ,6699639148,6,23-06-2026,NA,NA,,GBA,21,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C8 SAHAKARANAGARA, , ,9683281772,5,23-06-2026,NA,NA,,GBA,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E8 BANASWADI, , ,1063008007,4,23-06-2026,NA,NA,,GBA,14,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,CHIKKAMAGALURU DIVISION,CHIKKMAGALURU URBAN SUBDIVISION, , ,7760893786,1,23-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,MALLESHWARAM,C1 RAJAJINAGARA IIND  BLOCK , , ,2645132002,5,23-06-2026,NA,NA,,GBA,35,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,N9 SOLADEVANAHALLI, , ,8108405597,4,23-06-2026,NA,NA,,ULB,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,SHIVAMMOGA CIRCLE,SHIVAMMOGA DIVISION,SHIVAMMOGA CITY SUBDIVISION-3, , ,7665488671,4,23-06-2026,NA,NA,,ULB,8,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E13 HENNUR SDO, , ,6322352192,11,23-06-2026,NA,NA,,GBA,40,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,UDUPI CIRCLE,UDUPI DIVISION,UDUPI URBAN SUBDIVISION, , ,1603555654,1,23-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C8 SAHAKARANAGARA, , ,8032113805,7,23-06-2026,NA,NA,,GBA,13,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K2 HEROHALLI, , ,9350801641,4,23-06-2026,NA,NA,,GBA,14,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,MYSORE O&M CIRCLE,VV MOHALLA DIVISION,KUVEMPUNAGAR SUB DIVISION, , ,7381559886,2,23-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,MALLESHWARAM,C1 RAJAJINAGARA IIND  BLOCK , , ,8277648480,5,23-06-2026,NA,NA,,GBA,15,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC BELLARY,BELLARY CSD-2, , ,9750742355,1,24-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,JAYANAGAR,S18 CHIKKA KALLASANDRA, , ,507850440,4,24-06-2026,NA,NA,,GBA,17,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,7057251897,3,24-06-2026,NA,NA,,RLB,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,1311444040,3,24-06-2026,NA,NA,,RLB,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K2 HEROHALLI, , ,1502011162,3,25-06-2026,NA,NA,,GBA,4,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BRAZ,RAMANAGAR,CHANDAPURA,ANEKAL, , ,1192697060,6,25-06-2026,NA,NA,,ULB,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BRAZ,RAMANAGAR,CHANDAPURA,ANEKAL, , ,8166661996,6,25-06-2026,NA,NA,,ULB,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BRAZ,RAMANAGAR,CHANDAPURA,ANEKAL, , ,4680351834,6,25-06-2026,NA,NA,,ULB,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BRAZ,RAMANAGAR,CHANDAPURA,ANEKAL, , ,2557068550,6,25-06-2026,NA,NA,,ULB,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S11 HSR LAYOUT, , ,3938734340,1,25-06-2026,NA,NA,,GBA,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,2327093010,2,25-06-2026,NA,NA,,RLB,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K2 HEROHALLI, , ,6353295435,4,25-06-2026,NA,NA,,GBA,8,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,9358828731,4,25-06-2026,NA,NA,,RLB,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,MALLESHWARAM,C2 MALLESHWARAM, , ,1661488932,1,25-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,MALLESHWARAM,C2 MALLESHWARAM, , ,8855202568,1,25-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,MALLESHWARAM,C2 MALLESHWARAM, , ,3455018655,1,25-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,MALLESHWARAM,C2 MALLESHWARAM, , ,238165088,1,25-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BRAZ,RAMANAGAR,CHANDAPURA,ANEKAL, , ,6253633348,5,25-06-2026,NA,NA,,ULB,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,2233802752,3,25-06-2026,NA,NA,,RLB,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K2 HEROHALLI, , ,1559375924,3,25-06-2026,NA,NA,,GBA,4,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N5 SRS GATE, , ,8694915201,3,25-06-2026,NA,NA,,GBA,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,1099899281,5,25-06-2026,NA,NA,,RLB,17,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N5 SRS GATE, , ,9527613300,3,25-06-2026,NA,NA,,GBA,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K4 RR LAYOUT, , ,8729861121,8,25-06-2026,NA,NA,,GBA,24,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K2 HEROHALLI, , ,8963226493,3,25-06-2026,NA,NA,,GBA,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,MALLESHWARAM,C2 MALLESHWARAM, , ,102263389,7,25-06-2026,NA,NA,,GBA,21,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC BELLARY,BELLARY CSD-1, , ,8622408544,1,24-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC HOSPET,CSC HOSPET SUB DIVISION 1, , ,1619119500,1,24-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,3438162276,4,24-06-2026,NA,NA,,RLB,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC HOSPET,CSC HOSPET SUB DIVISION 1, , ,2071221907,1,24-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N4 PEENYA, , ,8503622177,4,24-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,INDIRANAGAR,E10 BENNIGNAHALLY, , ,4884735552,9,24-06-2026,NA,NA,,GBA,21,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,CHIKKAMAGALURU DIVISION,CHIKKMAGALURU URBAN SUBDIVISION, , ,8774524109,1,24-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S10 BANNERGHATTA , , ,7616572550,1,24-06-2026,NA,NA,,GBA,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S10 BANNERGHATTA , , ,1046262851,1,24-06-2026,NA,NA,,GBA,7,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S10 BANNERGHATTA , , ,2861956681,1,24-06-2026,NA,NA,,GBA,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S10 BANNERGHATTA , , ,1332300090,1,24-06-2026,NA,NA,,GBA,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N4 PEENYA, , ,2796796570,5,24-06-2026,NA,NA,,GBA,9,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,MALLESHWARAM,C2 MALLESHWARAM, , ,5283245705,7,25-06-2026,NA,NA,,GBA,14,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,N9 SOLADEVANAHALLI, , ,7355209715,6,25-06-2026,NA,NA,,GBA,14,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,KADUR DIVISION,KADUR SUBDIVISION, , ,895481654,1,25-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,BIJAPUR,BIJAPUR,CITY SUB-DIVISION-1 BIJAPUR, , ,5379927868,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,UDUPI CIRCLE,UDUPI DIVISION,UDUPI URBAN SUBDIVISION, , ,5143237464,1,25-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,BIJAPUR,BIJAPUR,CITY SUB-DIVISION-1 BIJAPUR, , ,7305852912,1,25-06-2026,60,1,,ULB,1,LT-1,Eligible under G.O-1,Eligible under G.O-1
HESCOM,BELGAUM,BIJAPUR,BIJAPUR,CITY SUB-DIVISION-1 BIJAPUR, , ,6918084474,1,25-06-2026,60,1,,ULB,1,LT-1,Eligible under G.O-1,Eligible under G.O-1
GESCOM,GULBARGA,GULBARGA,CSC GULBARGA,GULBARGA CSD-1, , ,9004530629,2,25-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,GULBARGA,GULBARGA,CSC GULBARGA,GULBARGA CSD-1, , ,8680180197,1,25-06-2026,NA,NA,,ULB,16,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N5 SRS GATE, , ,6706875704,3,25-06-2026,NA,NA,,GBA,3.746,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S20  AGARA, , ,3611605296,3,24-06-2026,1200,4,,GBA,11,LT-1,Eligible under G.O-2,Eligible under G.O-2
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJARAJESHWARINAGARA,W1 AVALAHALLI, , ,5695815208,1,24-06-2026,2400,4,,GBA,8,LT-1,Eligible under G.O-2,Eligible under G.O-2
GESCOM,BELLARY,BELLARY,CSC BELLARY,BELLARY CSD-2, , ,5873016769,1,24-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,WHITEFIELD,E4 MAHADEVPURA, , ,2698020448,3,24-06-2026,NA,NA,,GBA,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,3791192048,2,25-06-2026,NA,NA,,RLB,4,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJAJINAGAR,N6 SUNKADHKATTE, , ,340283333,12,25-06-2026,NA,NA,,GBA,23,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S12 JP NAGAR, , ,5160400765,5,25-06-2026,NA,NA,,GBA,30,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,C3 JALAHALLI, , ,6347798231,5,25-06-2026,NA,NA,,GBA,9,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,C9 VIDYARANYAPURA, , ,6790277003,6,25-06-2026,NA,NA,,GBA,14,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,BIJAPUR,BIJAPUR,CITY SUB-DIVISION-2 BIJAPUR, , ,219392483,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,CTAZ,TUMKUR,TUMKUR,KYATSANDRA, , ,9127453704,1,25-06-2026,NA,NA,,ULB,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,BIJAPUR,BIJAPUR,CITY SUB-DIVISION-2 BIJAPUR, , ,3565833504,1,25-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,KORAMANGALA,S17 HAL, , ,2423861976,6,25-06-2026,NA,NA,,GBA,17,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,WHITEFIELD,E7 DOORAVANI NAGAR, , ,3248632938,1,25-06-2026,NA,NA,,GBA,24,LT-1,New Registration & Service Pending,New Registration & Service Pending
GESCOM,BELLARY,BELLARY,CSC BELLARY,BELLARY CSD-2, , ,7253117372,1,25-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C8 SAHAKARANAGARA, , ,2640978266,5,25-06-2026,NA,NA,,GBA,39,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E13 HENNUR SDO, , ,2175241594,5,25-06-2026,NA,NA,,GBA,13,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,CTAZ,DAVANAGERE,CHITRADURGA,CHITRADURGA URBAN, , ,2179639426,3,25-06-2026,1525,4,,ULB,5,LT-1,Eligible under G.O-2,Eligible under G.O-2
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N5 SRS GATE, , ,2976641070,2,25-06-2026,NA,NA,,GBA,4,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,5996083105,6,25-06-2026,NA,NA,,ULB,24,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BRAZ,KOLAR,KOLAR,KOLAR URBAN, , ,9158080438,2,25-06-2026,NA,NA,,ULB,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,JALAHALLI,N9 SOLADEVANAHALLI, , ,9279696896,2,25-06-2026,NA,NA,,RLB,5,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,WHITEFIELD,E4 MAHADEVPURA, , ,7546162981,4,24-06-2026,NA,NA,,GBA,12,LT-1,New Registration & Service Pending,New Registration & Service Pending
MESCOM,MANGALURU ZONE,CHIKKAMAGALURU CIRCLE,KADUR DIVISION,KADUR SUBDIVISION, , ,1347134986,1,25-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
CESC,MYSORE,MYSORE O&M CIRCLE,NANJANGUD DIVISION,NANJANGUD-1 SUB DIVISION, , ,7237703351,1,25-06-2026,NA,NA,,ULB,1,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,MALLESHWARAM,C1 RAJAJINAGARA IIND  BLOCK , , ,4746437622,1,25-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
HESCOM,BELGAUM,BAGALKOT,BAGALKOT,CITY SUB-DIVISION BAGALKOT, , ,3714783212,1,25-06-2026,NA,NA,,ULB,3,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,RAJAJINAGAR,N10 MUDALAPALYA, , ,6579615657,1,25-06-2026,NA,NA,,GBA,2,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,PEENNYA,N4 PEENYA, , ,7848294897,9,23-06-2026,NA,NA,,GBA,17,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C8 SAHAKARANAGARA, , ,353756842,5,23-06-2026,1500,5,,GBA,21,LT-1,Plot area / Floor Violation,Plot area / Floor Violation
BESCOM,BMAZ NORTH,BANGALORE NORTH,HEBBALA,C7 YALAHANKA, , ,7543272932,7,23-06-2026,NA,NA,,RLB,11,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE WEST,KENGERI,K4 RR LAYOUT, , ,4962752883,5,23-06-2026,NA,NA,,GBA,10,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S13 ELECTRONIC CITY, , ,4444530158,9,23-06-2026,NA,NA,,GBA,22,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ NORTH,BANGALORE EAST,SHIVAJINAGAR,E13 HENNUR SDO, , ,4139581777,3,23-06-2026,NA,NA,,GBA,6,LT-1,New Registration & Service Pending,New Registration & Service Pending
BESCOM,BMAZ SOUTH,BANGALORE SOUTH,HSR LAYOUT,S13 ELECTRONIC CITY, , ,9460520511,6,23-06-2026,NA,NA,,GBA,14,LT-1,New Registration & Service Pending,New Registration & Service Pending
